variabele,variabeleLabel,aantalParameters
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1397,8:2 fluortelomeerfosfaat monoester (8:2 PAP),5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_38,"1,2,3,7,8-Pentachloordibenzo-para-dioxine",5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_29,"1,2,3,7,8-Pentachloordibenzofuraan",5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_709,2-Methylfenol,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_83,"3,3',4,4'-Tetrachloorbifenyl (PCB77)",5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_560,Tetrachloormethaan,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_130,Screening,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_32,"1,2,3,6,7,8-Hexachloordibenzofuraan",5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_408,Atrazine,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_911,"Apolaire koolwaterstoffen, fractie C12-C20",5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_363,ortho-Xyleen,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_253,Sulfide,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_358,Ethylbenzeen,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_367,Tolueen,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1476,Trifluormethaansulfonzuur,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_39,"1,2,3,4,7,8-Hexachloordibenzo-para-dioxine",5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_379,Endosulfansulfaat,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_387,alfa-Hexachloorcyclohexaan,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_389,delta-Hexachloorcyclohexaan,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_35,"1,2,3,4,6,7,8-Heptachloordibenzofuraan",5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_691,Fenol,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_912,"Apolaire koolwaterstoffen, fractie C20-C30",5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_433,"1,1,2,2-Tetrachloorethaan",5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_28,"2,3,7,8-Tetrachloordibenzofuraan",5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_670,Wolfraam,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_812,Di-n-butylftalaat,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1475,Perfluorethaansulfonzuur (PFES),5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_41,"1,2,3,7,8,9-Hexachloordibenzo-para-dioxine",5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_811,Butylbenzylftalaat,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_401,pp'Dichloordifenyldichloorethaan,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_383,cis-Heptachloorepoxyde,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_552,Chloorbenzeen,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_424,Chemisch zuurstofverbruik,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_31,"1,2,3,4,7,8-Hexachloordibenzofuraan",5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_396,op'Dichloordifenyldichloorethaan,5
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_569,Azinfos-ethyl,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_519,"2,3,4,5-Tetrachloorfenol",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1499,Cyclohexanon,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_601,Broombenzeen,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_648,Parathion-methyl,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_506,"1,2-Dichloorpropaan",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_654,Aceton,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_154,Dicofol,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_570,Azinfos-methyl,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_735,n-Octaan,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_673,3-Methylfenol,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1327,"Chroom, driewaardig",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_34,"2,3,4,6,7,8-Hexachloordibenzofuraan",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_574,Fenitrothion,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_501,"1,2,3-Trichloorpropaan",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_820,Ethanol,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_658,"1,4-Dioxaan",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_600,Broomchloormethaan,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_534,2-Chloorfenol,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_362,Nitrobenzeen,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_824,Methyl-tert.butylether,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_325,"Natrium, éénwaardig",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1751,Waterstofsulfide,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_512,"trans-1,3-Dichloorpropeen",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_548,Broomdichloormethaan,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_573,Disulfoton,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_974,n-Propanol,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_642,Difenyl,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_511,"cis-1,3-Dichloorpropeen",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_537,"3,4-Dichloorfenol",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_726,Parathion-ethyl,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1062,Benzo(j)fluorantheen,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_589,"1,2,3-Trimethylbenzeen",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_282,Di-n-octylftalaat,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_239,"Hexachloorcyclohexaan, alle isomeren",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_510,"1,3-Dichloorpropaan",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_644,Fenthion,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_602,Dibroommethaan,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1126,Minerale olie C10-C40,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_545,4-Chloor-3-methylfenol,4
